"88","CONFIG_EPOLL","CONFIG_ACPI_VIDEO_MODULE","CONFIG_DEBUG_VM","CONFIG_SECURITY_NETWORK","CONFIG_COMPAT","CONFIG_USER_SCHED","CONFIG_FUNCTION_TRACER","CONFIG_PREEMPT_RCU","CONFIG_DEBUG_LOCKING_API_SELFTESTS","CONFIG_ALPHA","CONFIG_SECURITY","CONFIG_LOCK_KERNEL","CONFIG_ZONE_DMA32","CONFIG_DEBUG_FS","CONFIG_PREEMPT_NOTIFIERS","CONFIG_DEBUG_OBJECTS_FREE","CONFIG_GENERIC_CLOCKEVENTS","CONFIG_TICK_ONESHOT","CONFIG_GROUP_SCHED","CONFIG_SECURITYFS","CONFIG_RFKILL","CONFIG_HAVE_SETUP_PER_CPU_AREA","CONFIG_INOTIFY_USER","CONFIG_PM_SLEEP_SMP","CONFIG_ACPI_WMI_MODULE","CONFIG_LOCK_STAT","CONFIG_PREEMPT_BKL","CONFIG_BLOCK","CONFIG_MODULE_UNLOAD","CONFIG_HIGHMEM","CONFIG_PROC_KCORE","CONFIG_CGROUP_MEM_RES_CTLR_SWAP","CONFIG_CGROUP_MEM_RES_CTLR","CONFIG_BSD_PROCESS_ACCT","CONFIG_MARKERS","CONFIG_SCHEDSTATS","CONFIG_SECURITY_NETWORK_XFRM","CONFIG_GENERIC_BUG","CONFIG_SMP","CONFIG_DEBUG_LIST","CONFIG_TASK_XACCT","CONFIG_DEBUG_MUTEXES","CONFIG_BLK_DEV_INITRD","CONFIG_UID16","CONFIG_SYSCTL","CONFIG_BINARY_PRINTF","CONFIG_LATENCYTOP","CONFIG_DEBUG_KMEMLEAK","CONFIG_DEBUG_SPINLOCK_SLEEP","CONFIG_KMEMCHECK","CONFIG_HAVE_SYSCALL_WRAPPERS","CONFIG_GENERIC_CLOCKEVENTS_BROADCAST","CONFIG_GENERIC_IRQ_PROBE","CONFIG_PREEMPT_TRACER","CONFIG_AUDITSYSCALL","CONFIG_ACPI_DOCK","CONFIG_LBDAF","CONFIG_RFKILL_LEDS","CONFIG_64BIT","CONFIG_X86","CONFIG_DYNAMIC_DEBUG","CONFIG_RING_BUFFER","CONFIG_PID_NS","CONFIG_FTRACE_MCOUNT_RECORD","CONFIG_PROC_DEVICETREE","CONFIG_ACPI","CONFIG_MM_OWNER","CONFIG_MIPS","CONFIG_DEBUG_SHIRQ","CONFIG_RT_MUTEXES","CONFIG_ACPI_DOCK_MODULE","CONFIG_NUMA","CONFIG_EVENT_TRACING","CONFIG_CGROUPS","CONFIG_TRACING","CONFIG_DEBUG_RODATA","CONFIG_CRASH_DUMP","CONFIG_AUDIT","CONFIG_TASK_DELAY_ACCT","CONFIG_RT_GROUP_SCHED","CONFIG_CC_STACKPROTECTOR","CONFIG_LOCKDEP","CONFIG_MODVERSIONS","CONFIG_PROFILING","CONFIG_ZONE_DMA","CONFIG_DEBUG_DEVRES","CONFIG_PHYS_ADDR_T_64BIT","CONFIG_FB_TILEBLITTING","CONFIG_PRINTK","CONFIG_X86_LOCAL_APIC","CONFIG_DEBUG_STACK_USAGE","CONFIG_CONSTRUCTORS","CONFIG_DEBUG_PAGEALLOC","CONFIG_X86_IO_APIC","CONFIG_FB_BACKLIGHT","CONFIG_PM_SLEEP","CONFIG_ACPI_WMI","CONFIG_FTRACE_SYSCALLS","CONFIG_SPARSEMEM","CONFIG_LEDS_TRIGGERS","CONFIG_SECURITY_PATH","CONFIG_PROVE_LOCKING","CONFIG_HAVE_DYNAMIC_PER_CPU_AREA","CONFIG_IRQSOFF_TRACER","CONFIG_ACPI_PROC_EVENT","CONFIG_PROC_FS","CONFIG_GENERIC_HARDIRQS","CONFIG_PREEMPT_VOLUNTARY","CONFIG_TC","CONFIG_BOOT_TRACER","CONFIG_DEBUG_OBJECTS","CONFIG_DYNAMIC_FTRACE","CONFIG_HAVE_ARCH_ALLOC_REMAP","CONFIG_IA64","CONFIG_FAULT_INJECTION","CONFIG_TRACEPOINTS","CONFIG_HAVE_UNSTABLE_SCHED_CLOCK","CONFIG_MMU","CONFIG_ACPI_HOTPLUG_CPU","CONFIG_TRACE_IRQFLAGS","CONFIG_KMEMTRACE","CONFIG_DETECT_SOFTLOCKUP","CONFIG_POSIX_MQUEUE","CONFIG_EFI","CONFIG_TASKSTATS","CONFIG_SYSVIPC","CONFIG_HOTPLUG","CONFIG_KEYS","CONFIG_FUTEX","CONFIG_PERF_COUNTERS","CONFIG_LEDS_TRIGGER_IDE_DISK","CONFIG_CORE_DUMP_DEFAULT_ELF_HEADERS","CONFIG_ACPI_NUMA","CONFIG_ACPI_VIDEO","CONFIG_ALPHA_GENERIC","CONFIG_HOTPLUG_CPU","CONFIG_NO_HZ","CONFIG_HIGH_RES_TIMERS","CONFIG_FB_DEFERRED_IO","CONFIG_UNUSED_SYMBOLS","CONFIG_EFI_PCDP","CONFIG_PREEMPT","CONFIG_TMPFS","CONFIG_FUNCTION_GRAPH_TRACER","CONFIG_BLK_DEV_IO_TRACE","CONFIG_CPUSETS","CONFIG_PPC64","CONFIG_STACK_TRACER","CONFIG_HW_BRANCH_TRACER","CONFIG_DEBUG_LOCK_ALLOC","CONFIG_SYSFS","CONFIG_DMI","CONFIG_SCHED_DEBUG","CONFIG_KALLSYMS","CONFIG_RFKILL_MODULE","CONFIG_UTS_NS","CONFIG_FAIR_GROUP_SCHED","CONFIG_DETECT_HUNG_TASK","CONFIG_MODULES","55"
"9","false","false","false","true","false","true","false","true","true","false","true","false","true","false","true","false","false","false","true","false","true","true","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","true","true","false","true","true","false","true","false","true","true","false","true","false","true","true","false","false","true","false","true","true","false","false","false","true","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","true","false","true","false","true","true","false","true","false","false","true","true","true","false","true","false","false","true","true","false","true","false","false","true","true","true","true","true","false","false","true","true","false","false","true","true","true","false","true","true","false","true","false","false","true","true","false","true","true","true","true","false","false","false","true","true","false","false","true","false","true","false","false","false","false","true","true","true","false","false","true","48"
"90","true","false","false","false","false","true","true","false","false","true","false","true","false","false","false","false","true","true","true","false","true","true","true","false","true","true","true","false","true","false","false","false","true","false","false","true","false","false","false","true","true","true","false","true","false","true","true","false","true","true","true","true","true","true","false","true","false","false","false","false","true","false","true","true","false","false","true","false","false","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","true","false","true","true","true","true","true","true","true","false","true","true","false","true","false","false","true","true","true","false","false","false","false","false","false","false","true","true","false","true","false","true","true","true","true","true","true","false","true","true","true","false","true","false","true","false","false","false","false","true","true","true","false","false","false","false","true","false","false","true","false","false","true","true","true","false","false","false","true","true","false","true","true","true","false","31"
"74","true","false","false","false","false","true","false","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","true","false","true","true","false","true","false","true","false","true","true","false","false","false","false","false","true","false","false","true","false","false","false","true","false","true","true","false","true","false","true","false","true","false","false","true","false","true","true","true","false","true","true","false","true","true","false","true","true","true","true","true","true","false","true","false","true","false","false","true","true","true","false","true","false","false","true","true","true","true","true","false","true","false","true","false","true","true","true","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","true","false","false","true","true","true","false","true","false","false","true","false","true","true","true","false","true","false","false","true","true","false","false","false","true","true","false","false","false","false","false","true","true","false","true","false","false","false","true","true","true","3"
"61","true","true","false","false","true","false","true","false","true","false","true","false","false","false","false","false","true","false","false","true","true","true","false","true","true","false","true","false","true","false","false","true","false","true","true","false","false","true","false","false","false","false","false","true","false","true","false","true","true","false","true","false","false","true","false","false","true","true","true","true","true","false","false","false","true","true","false","true","true","false","true","false","true","true","true","true","false","true","true","true","false","false","true","false","true","false","false","false","true","true","false","true","false","true","false","true","true","true","false","false","false","true","true","true","true","true","false","true","true","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","true","true","false","true","true","false","true","true","true","false","false","false","true","false","true","true","false","true","false","false","true","true","false","false","false","false","true","true","false","true","false","false","false","92"
"15","false","false","true","false","true","false","false","false","false","true","false","true","true","true","true","true","false","true","true","true","true","false","true","true","false","true","false","false","true","true","false","false","true","false","false","false","true","false","true","true","true","false","true","false","false","true","true","true","true","false","false","false","false","true","false","false","true","false","true","true","false","false","true","true","true","true","false","false","false","true","true","true","false","true","true","true","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","true","false","true","false","false","true","true","false","true","false","true","false","true","true","false","false","true","false","false","true","false","false","false","true","true","true","false","false","false","true","true","true","true","true","true","false","false","false","false","true","true","true","true","true","false","false","false","true","false","true","true","false","true","true","true","false","true","false","true","true","true","false","false","false","false","true","false","false","75"
"2","true","false","true","true","true","false","false","true","true","true","true","true","true","false","false","true","false","true","true","true","false","false","true","false","false","true","true","false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false","true","false","true","true","true","false","true","false","true","false","false","false","false","false","true","false","true","true","false","true","false","true","false","false","true","false","true","true","true","true","false","true","true","true","false","false","false","true","true","false","true","false","false","true","true","false","false","false","false","false","false","true","false","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","true","false","true","false","false","true","true","false","true","false","true","true","false","true","true","false","false","true","false","true","false","false","false","true","true","false","true","true","false","false","true","30"
"33","true","true","true","false","true","true","false","true","false","true","true","false","true","false","false","false","true","false","false","true","false","true","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","false","true","true","false","true","true","false","false","false","false","false","true","false","false","true","true","false","true","false","false","true","false","true","false","true","true","true","true","false","true","true","true","true","true","true","false","false","true","false","false","false","false","false","false","true","false","true","false","false","true","true","true","false","false","false","true","true","false","true","true","true","false","false","false","true","false","false","true","true","false","true","true","false","true","false","false","false","true","false","true","true","false","true","true","false","true","false","false","true","false","false","true","true","false","false","true","true","true","false","true","true","false","true","false","false","true","true","false","false","true","true","false","false","false","true","true","true","false","false","true","false","false","79"
"77","false","false","false","false","true","true","false","false","true","true","true","true","false","false","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","69"
"83","false","true","false","false","true","true","false","false","true","false","true","false","true","true","false","true","true","false","true","false","false","false","true","false","true","true","true","true","false","true","false","false","false","false","false","true","true","false","true","true","true","true","true","true","true","false","false","true","true","true","false","false","false","false","false","true","true","true","true","true","false","true","false","false","false","true","true","true","false","false","true","false","true","false","true","true","true","true","true","false","false","false","true","true","false","true","true","true","true","false","true","false","false","true","true","true","true","true","false","true","false","false","false","false","false","true","true","false","true","false","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","true","true","false","false","false","false","true","false","true","true","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","true","false","false","54"
"16","false","true","false","false","true","false","true","true","true","false","true","false","true","false","false","false","false","true","false","true","false","false","true","true","false","false","true","true","false","true","true","true","true","false","false","false","true","true","false","true","false","true","true","true","false","false","true","true","true","false","false","true","true","true","true","false","true","true","false","false","true","false","true","true","false","true","true","false","false","false","true","false","false","false","false","false","false","true","true","false","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","false","true","false","true","true","true","true","true","false","true","true","true","false","false","false","false","false","true","false","false","true","false","false","true","true","false","false","true","false","false","true","false","true","false","true","false","true","true","true","true","false","true","true","true","true","true","false","true","false","true","false","false","true","true","true","false","true","false","false","false","true","true","false","1"
"85","false","false","false","true","false","true","false","true","false","false","true","true","false","false","false","true","true","false","true","true","true","false","false","false","true","true","true","true","false","false","false","true","false","true","false","true","true","false","true","true","true","true","true","true","true","true","true","true","true","false","true","true","false","false","false","false","true","true","false","true","true","true","false","true","true","true","true","false","true","true","true","true","true","false","true","true","true","true","true","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","true","true","true","true","true","true","true","false","true","false","false","true","false","false","false","false","false","true","false","true","true","false","true","false","false","true","false","false","false","false","true","true","false","false","false","false","false","false","true","false","true","true","true","true","false","false","false","true","false","true","true","true","false","false","false","false","true","true","false","false","false","false","true","true","true","54"
"60","false","false","false","true","false","true","true","false","false","false","false","false","true","false","false","true","false","false","true","true","true","true","false","true","false","false","false","true","false","true","false","true","true","true","false","true","true","false","true","false","false","true","true","false","true","false","true","false","false","true","true","false","false","false","true","false","true","false","true","false","true","true","false","false","false","true","true","false","true","true","false","true","false","true","false","false","true","false","false","true","false","false","false","false","false","false","false","true","true","true","true","true","false","true","false","true","true","true","true","false","false","true","false","true","true","true","true","true","false","true","false","true","true","false","true","true","false","false","true","true","true","false","false","true","true","true","true","false","false","true","true","true","false","false","false","false","false","true","false","false","true","false","true","false","false","false","false","false","false","true","true","false","true","true","false","false","false","false","true","63"
"97","true","true","false","false","true","true","true","true","false","false","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","9"
"87","true","false","true","false","false","true","false","true","true","true","false","true","false","true","true","false","true","true","true","true","false","true","false","false","false","false","false","false","false","false","true","true","true","true","false","true","false","true","false","true","true","false","true","true","false","true","false","false","false","false","true","false","true","false","true","true","false","true","true","false","true","false","true","false","false","true","false","true","true","false","true","true","false","true","true","false","true","false","false","false","false","false","true","true","true","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","true","true","true","true","true","true","true","true","true","true","true","false","false","true","true","false","false","false","true","true","true","true","true","false","true","true","true","true","false","true","true","true","false","false","false","false","false","false","true","false","false","9"
"6","true","false","true","false","true","false","true","false","false","true","false","false","true","true","false","false","true","false","true","false","false","false","false","false","true","false","false","true","true","true","false","true","false","false","false","true","false","true","false","true","false","false","false","false","true","true","false","false","false","false","false","true","false","true","true","true","true","true","true","true","false","true","true","false","true","true","true","false","true","true","false","true","false","false","true","true","false","true","true","true","false","true","true","true","true","false","true","false","false","true","false","false","true","true","true","true","true","true","false","false","true","false","true","true","false","true","false","false","true","false","false","false","true","false","false","true","true","false","true","false","true","true","true","false","true","false","false","true","false","true","false","true","false","false","false","false","true","false","false","true","false","false","false","true","false","false","true","true","true","false","false","true","false","false","true","false","false","true","true","95"
"23","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","false","false","true","true","false","false","true","true","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","false","false","true","true","false","false","false","false","false","false","true","true","true","false","false","true","false","true","true","false","true","true","true","true","false","false","true","true","false","false","false","false","true","false","false","true","true","true","true","false","false","true","true","true","false","true","true","false","true","false","false","false","true","false","false","true","true","true","false","false","false","true","true","true","false","true","true","false","false","false","false","true","true","false","false","false","true","false","false","true","true","true","true","false","false","true","true","false","true","false","false","true","false","true","false","false","false","false","false","true","true","true","false","false","false","true","true","88"
"91","false","true","false","true","false","true","false","false","true","false","true","false","true","true","false","false","false","true","true","true","true","false","false","true","true","true","true","false","true","false","true","false","true","false","true","false","true","false","true","true","false","true","false","false","false","true","true","true","false","false","false","true","true","true","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","true","true","false","false","true","true","false","false","false","false","false","true","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","true","false","false","false","false","true","false","true","true","true","true","true","true","true","false","false","false","true","false","false","true","true","false","true","true","false","true","true","false","true","true","false","true","false","true","true","false","false","false","false","true","false","true","true","false","true","false","false","true","42"
"75","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","33"
"96","false","true","false","false","false","false","true","true","true","false","true","false","true","true","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","true","false","false","false","true","false","true","true","false","true","true","true","true","false","false","true","false","true","true","true","true","false","true","true","true","true","true","false","false","true","true","true","true","false","true","true","false","true","true","true","false","false","false","false","false","true","true","false","false","true","false","false","true","true","false","true","true","true","false","false","false","true","true","true","true","false","false","false","true","false","true","false","true","false","false","false","true","false","false","true","true","false","true","false","true","true","false","false","false","false","false","false","true","true","true","true","false","true","false","true","false","false","true","true","false","false","true","true","true","true","true","true","true","false","true","true","false","true","false","false","true","true","true","false","true","true","false","false","true","false","94"
"84","true","true","false","false","false","false","true","true","true","true","true","true","false","false","true","false","true","true","true","true","true","false","false","false","false","true","false","true","true","true","false","true","true","false","true","true","false","true","false","false","false","false","false","false","true","false","true","false","false","true","false","false","false","true","false","true","true","false","true","false","false","true","false","false","true","false","true","true","true","true","true","true","true","true","false","false","true","false","true","false","true","false","true","false","false","true","false","true","false","true","true","true","false","false","true","true","false","false","false","true","false","false","true","false","false","true","false","true","false","false","false","true","false","true","true","false","true","false","true","true","true","false","false","true","false","true","true","false","true","false","false","true","false","true","false","true","false","false","true","false","true","true","true","false","true","true","true","false","false","false","false","false","true","false","false","true","true","true","false","4"
"77","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","64"
"68","false","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","true","true","false","true","true","true","true","false","false","true","false","false","false","false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","false","false","true","false","true","false","true","true","false","false","false","true","false","true","true","false","true","false","false","false","false","true","true","true","true","true","false","true","true","true","false","false","false","false","false","true","false","true","false","false","false","true","true","false","true","false","true","false","false","false","true","true","false","true","false","true","true","false","true","true","true","false","false","true","true","false","true","true","false","false","true","false","true","true","false","false","true","true","false","false","false","true","false","true","false","true","true","false","false","true","true","false","true","true","true","false","true","true","true","true","false","false","false","true","true","true","true","false","false","false","false","true","false","false","11"
"99","true","true","true","false","false","false","false","true","false","false","false","true","false","false","true","true","false","false","false","false","true","false","true","true","true","false","false","true","false","false","false","false","false","true","true","true","false","false","false","true","true","true","true","true","false","false","false","false","true","true","false","false","false","true","false","true","true","true","true","false","false","true","true","true","true","false","true","true","false","false","true","true","true","false","false","false","true","true","false","false","true","false","true","false","true","true","false","true","false","false","true","false","false","false","true","true","true","false","false","true","true","true","false","false","true","true","true","false","true","false","true","false","true","true","true","true","true","false","true","false","false","false","true","true","true","true","false","true","false","true","false","false","false","true","true","true","true","true","false","false","false","false","true","false","true","true","false","true","false","false","true","false","false","true","false","false","false","false","true","2"
"46","false","false","false","false","true","true","true","false","false","true","false","true","true","true","true","true","false","true","false","false","false","false","true","true","true","true","false","true","true","true","true","false","false","true","true","false","false","false","true","true","false","true","false","false","true","true","false","false","true","true","false","false","false","false","true","true","false","true","true","true","false","false","true","true","false","false","false","true","true","false","false","true","true","false","true","false","true","false","false","true","true","true","true","true","true","false","false","true","false","true","true","false","true","true","true","false","false","true","true","true","false","true","true","true","false","false","false","true","false","true","true","false","true","true","false","true","false","false","false","true","true","true","false","false","false","true","false","false","true","true","true","false","true","false","false","true","false","false","false","true","false","false","false","true","false","true","true","true","true","true","true","false","false","true","false","true","true","false","false","100"
"82","false","false","true","false","false","true","true","false","false","true","false","false","true","false","false","false","false","false","false","true","true","false","false","false","false","false","true","false","true","true","false","false","true","false","false","false","true","false","false","false","false","true","true","true","true","false","true","false","false","false","false","true","true","true","true","true","false","true","false","false","true","true","false","false","false","true","false","true","true","true","false","true","true","true","false","true","false","true","true","true","true","true","false","true","false","true","true","true","false","false","false","false","false","false","true","false","true","false","true","true","false","true","true","true","true","true","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","true","false","false","true","false","false","true","true","false","true","false","true","false","true","false","false","false","true","true","false","false","true","true","true","true","false","true","false","true","true","true","false","true","true","true","true","false","26"
"78","true","false","false","false","true","false","false","false","false","false","false","true","true","false","true","true","true","false","false","true","false","false","true","true","true","true","true","true","false","true","false","true","false","false","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","true","true","true","false","true","true","true","false","true","false","false","true","false","true","false","true","false","true","false","true","false","false","true","false","false","false","true","true","false","false","false","true","false","true","false","false","true","true","false","false","false","false","true","false","true","true","true","true","true","false","true","false","true","true","true","true","true","true","false","false","false","true","true","true","true","true","true","false","true","false","false","true","false","false","false","false","true","false","false","true","true","true","true","false","true","false","true","true","false","false","false","true","false","false","true","false","false","false","true","true","false","true","true","false","false","true","false","true","true","7"
"95","true","true","true","true","true","true","true","false","false","false","true","true","false","true","false","true","false","false","false","false","true","false","false","true","true","true","true","false","false","false","true","true","true","false","true","false","false","false","false","false","false","true","true","false","true","true","false","true","false","true","false","true","true","true","true","false","true","false","true","true","true","true","false","true","false","true","false","true","false","false","true","false","true","false","false","false","false","false","false","false","false","false","true","false","true","false","true","true","false","true","false","true","true","false","true","false","true","true","true","true","true","false","true","false","false","false","true","true","false","true","false","true","false","false","false","true","false","true","true","false","false","false","false","false","false","true","false","true","true","true","true","true","true","false","true","true","true","true","false","true","false","false","true","false","false","true","true","true","false","false","true","false","false","false","false","false","true","true","false","66"
"18","true","true","true","true","false","false","true","true","false","false","false","false","false","false","true","true","false","false","true","true","true","true","true","true","true","false","false","false","true","true","true","false","false","true","true","true","true","true","false","false","true","false","false","false","true","true","true","false","false","false","false","true","true","false","false","false","false","true","false","true","false","true","true","true","true","true","false","false","false","true","true","true","true","false","false","false","true","false","true","true","true","true","true","false","true","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","false","true","true","true","true","false","false","false","true","true","false","false","true","true","true","false","false","false","false","true","true","true","false","false","false","false","true","false","false","false","true","true","false","false","false","true","true","true","false","true","false","true","false","false","false","true","true","false","false","false","true","false","true","true","false","false","false","false","true","95"
"45","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","35"
